Account No,City,Country,Region,Access,C40,Reporting year,Type of target,Sector,Baseline year,Baseline emissions (metric tonnes CO2e),Percentage reduction target,Target date,Estimated business as usual absolute emissions in target year (metric tonnes CO2e),​Intensity unit (emissions per),Comment,Population,Population Year,City Location,Country Location
31446,Taipei,Taiwan,East Asia,Public,False,2017,Absolute target,Total,2005,13108260.0,25.0,2030,,,,2695704.0,2016.0,"(25.037525, 121.563782)","(23.69781, 120.960515)"
31446,Taipei,Taiwan,East Asia,Public,False,2017,Absolute target,Total,2005,13108260.0,50.0,2050,,,,2695704.0,2016.0,"(25.037525, 121.563782)","(23.69781, 120.960515)"
31446,Taipei,Taiwan,East Asia,Public,False,2017,Absolute target,,,,,,,,,2695704.0,2016.0,"(25.037525, 121.563782)","(23.69781, 120.960515)"
54395,Taoyuan,Taiwan,East Asia,Public,False,2017,Absolute target,Total,2005,30474326.0,50.0,2050,,,In accordance with Central Government policy,2153521.0,2017.0,"(24.993113, 121.301028)","(23.6978, 120.9605)"
58537,Tarnów,Poland,Europe,Public,False,2017,Absolute target,,2013,,8.46,2020,,,Data based on plan mentioned in 7.1. a - row 3,110644.0,2015.0,"(50.012101, 20.985841)","(51.919438, 19.145136)"
60126,Tartu,Estonia,Europe,Public,False,2017,Base year intensity target,,,,,,,,,150528.0,2011.0,"(58.380049, 26.72194)","(58.5953, 25.0136)"
50211,Tbilisi,Georgia,Europe,Public,False,2017,Absolute target,,2010,,24.0,2020,,,,1113000.0,2016.0,"(41.715138, 44.827096)","(40.786168, -81.288192)"
35885,Tel Aviv-Yafo ,Israel,South and West Asia,Public,False,2017,Absolute target,,2000,,20.0,2020,,,Underlying assumption that government policies would align with city targets. However government targets were BAU based.,432900.0,2014.0,"(32.081604, 34.782285)","(31.046051, 34.851612)"
43930,The Hague,Netherlands,Europe,Public,False,2017,Absolute target,Total,1990,3000000.0,30.0,2020,,,"According to RIS180175a Klimaatplan Den Haag, Bijlage 1 De Haagse klimaatopgave in cijfers, and having as 1990 as the base year when CO2 emissions were almost 3000 kton, a minimum of 900 kton should be reduced by 2020 to achieve the 30% reduction target. In 2009 the CO2 emissions amounted to approximately 2700 kton, a reduction of 300 kton since 1990. In order to achieve the 2020 target, 600 kton should be reduced in the next years.",515739.0,2015.0,"(52.070498, 4.3007)","(52.132633, 5.291266)"
43930,The Hague,Netherlands,Europe,Public,False,2017,Absolute target,Total,1990,3000000.0,100.0,2040,,,,515739.0,2015.0,"(52.070498, 4.3007)","(52.132633, 5.291266)"
31111,Tokyo,Japan,East Asia,Public,False,2017,Absolute target,Total,2000,62100000.0,30.0,2030,,,,13646764.0,2017.0,"(35.6896342, 139.6921007)","(36.204824, 138.252924)"
19233,Torres Vedras ,Portugal,Europe,Public,False,2017,Absolute target,,2009,,29.0,2020,,,"Torres Vedras SEAP is an integrated plan to reduce emissions of the community and local government operations, the amount provided for emission reduction is a global value. In the plan are set 61 actions for the community and the local government operations.",79465.0,2011.0,"(38.763669, -9.30148)","(39.399872, -8.224454)"
60602,"Ajax, ON",Canada,North America,Public,False,2017,Absolute target,Total,2005,521620.0,6.0,2020,,,,109600.0,2011.0,"(43.850855, -79.020373)","(56.130366, -106.346771)"
58621,Blacksburg,USA,North America,Public,False,2017,Absolute target,Other: Public,1990,276411.0,80.0,2050,,,"We are undertaking an 80% reduction in community-wide emissions below 1990 levels by 2050. This equates to a goal of roughly 55,297 metric tonnes of CO2e by 2050. The sectors for which emissions were measured were: residential, commercial, industrial, municipal and transportation.  There are strategies addressing each of these sectors in the resulting plan.  There are a handful of additional sectors that were included in the plan even though they were not part of our initial GHG inventory.  These include: food, waste & recycling, land use, and clean energy.",44215.0,2015.0,"(37.2296, -80.4139)","(37.09024, -95.712891)"
59535,"Vail, CO",USA,North America,Public,False,2017,Absolute target,,2009,,20.0,2020,,,,5305.0,2010.0,"(39.6403, -106.3742)","(37.09024, -95.712891)"
35755,Kadiovacik,Turkey,Europe,Public,False,2017,Absolute target,,,,,,,,,218.0,2017.0,"(38.3434574, 26.553613)","(38.963745, 35.243322)"
36002,Ville de Kinshasa,Democratic Republic of Congo,Africa,Public,False,2017,Baseline scenario (business as usual) target,,,,,,,,,10000000.0,2017.0,"(-4.441931, 15.266293)","(-4.038333, 21.758664)"
50792,Monaco,Monaco,Europe,Public,False,2017,Absolute target,,1990,,30.0,2020,,,Kyoto Protocol - Second period,38400.0,2015.0,"(43.737411, 7.420816)","(43.738418, 7.424616)"
50792,Monaco,Monaco,Europe,Public,False,2017,Absolute target,,1990,,22.0,2020,,,Kyoto Protocol - QUELRO 2012-2020,38400.0,2015.0,"(43.737411, 7.420816)","(43.738418, 7.424616)"
35894,Montreal,Canada,North America,Public,False,2017,Absolute target,Total,1990,14786.0,30.0,2020,,, Baseline emissions have been updated. Please refer to 2013 city-wide inventory produced in 2016 (http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ENVIRO_FR/MEDIA/DOCUMENTS/invent_ges_collectivite_2013_fr.PDF),1959987.0,2013.0,"(45.5086699, -73.5539925)","(56.130366, -106.346771)"
59160,Nyon,Switzerland,Europe,Public,False,2017,Base year intensity target,Stationary energy (buildings),2016,3.0,46.0,,,Metric tonnes of CO2e per capita,,20675.0,2016.0,"(46.383268, 6.234785)","(46.818188, 8.227512)"
60680,Salaberry-de-Valleyfield,Canada,North America,Public,False,2017,Absolute target,,2009,,20.0,2020,,,,40905.0,2017.0,"(45.250091, -74.133086)","(56.130366, -106.346771)"
36154,Vilnius ,Lithuania,Europe,Public,False,2017,Absolute target,Total,2003,1734000.0,26.2,2020,,,this target is set under SEP (Covenant of Mayors methodology).,542626.0,2015.0,"(54.687156, 25.279651)","(55.169438, 23.881275)"
43937,Wellington,New Zealand,South Asia and Oceania,Public,False,2017,Absolute target,Total,2001,1105654.0,10.0,2020,,,,209102.0,2017.0,"(26.661763, -80.268357)","(-40.900557, 174.885971)"
43937,Wellington,New Zealand,South Asia and Oceania,Public,False,2017,Absolute target,Total,2001,1105654.0,40.0,2030,,,,209102.0,2017.0,"(26.661763, -80.268357)","(-40.900557, 174.885971)"
43937,Wellington,New Zealand,South Asia and Oceania,Public,False,2017,Absolute target,Total,2001,1105654.0,65.0,2040,,,,209102.0,2017.0,"(26.661763, -80.268357)","(-40.900557, 174.885971)"
43937,Wellington,New Zealand,South Asia and Oceania,Public,False,2017,Absolute target,Total,2001,1105654.0,80.0,2050,,,,209102.0,2017.0,"(26.661763, -80.268357)","(-40.900557, 174.885971)"
43937,Wellington,New Zealand,South Asia and Oceania,Public,False,2017,Absolute target,Other: Corporate,2014,92832.0,80.0,2050,,,,209102.0,2017.0,"(26.661763, -80.268357)","(-40.900557, 174.885971)"
69835,Yala,Argentina,Latin America,Public,False,2017,Absolute target,,,,,,,,,4811.0,2011.0,"43 130026
(41.112598, -112.051762)","(-38.416097, -63.616672)"
